ts,cpu_usage_usec,mem_current,pids,anon_bytes
1787644239,85763647863,49343799296,612,9405964288
1787644254,86131219410,46228492288,611,9405968384
1787644269,86503044627,45688995840,693,9515167744
1787644284,86885331486,45688033280,694,9515315200
1787644299,87266311689,45379280896,695,9516400640
1787644314,87654857846,44189057024,920,9725939712
1787644329,88051928546,45469081600,921,9724751872
1787644344,88451066650,46341222400,905,9724719104
1787644359,88852439015,46817148928,793,9632501760
1787644374,89250601071,47454625792,808,9619283968
1787644389,89652281289,48205643776,906,9692868608
1787644404,90055078168,48491147264,906,9693515776
1787644420,90451186273,49087070208,823,9603309568
1787644435,90852484430,49022545920,725,9496399872
1787644450,91248705965,49061892096,725,9496530944
1787644465,91625636253,48977924096,627,9407283200
1787644480,91996611925,48103936000,627,9407283200
1787644495,92354048744,47263338496,627,9407287296
1787644510,92698363894,46903857152,612,9405972480
1787644525,93049231053,46896881664,724,9495756800
1787644540,93444451639,47998394368,951,9708699648
1787644555,93847253995,48227590144,936,9708552192
1787644570,94243119966,48549576704,823,9570897920
1787644585,94641336650,47668137984,725,9471737856
1787644600,95021995742,47685292032,725,9472040960
1787644616,95392762635,47996956672,612,9416331264
1787644631,95782529222,48110317568,725,9516744704
1787644646,96178486428,47337570304,725,9516871680
1787644661,96564390097,47683108864,710,9515601920
1787644676,96923017489,47909158912,612,9406042112
1787644691,97301345536,47534026752,725,9514119168
1787644706,97689252448,47611699200,709,9513373696
1787644721,98076140310,47565709312,725,9513844736
1787644736,98462506316,47824752640,725,9515417600
1787644751,98859285293,48298209280,823,9621729280
1787644766,99265533843,48079958016,725,9613361152
1787644781,99647071369,46824976384,626,9407623168
1787644796,99999481666,47424561152,612,9414541312
1787644812,100356597861,47293972480,709,9519132672
1787644827,100753452734,47794937856,823,9643356160
1787644842,101158735152,48042504192,921,9750036480
1787644857,101565750678,47941091328,921,9751248896
1787644872,101972613339,47170408448,808,9639526400
1787644887,102367543197,46090575872,724,9502941184
1787644902,102746578877,46108672000,725,9503182848
1787644917,103115698853,46144491520,710,9532456960
1787644932,103493153637,46686679040,710,9524469760
1787644947,103859183173,47043018752,597,9419919360
1787644962,104223244644,47870431232,695,9532092416
1787644977,104613775928,48922484736,889,9704914944
1787644993,105021369837,49159110656,921,9758638080
1787645008,105431036022,49655197696,921,9846915072
1787645023,105840298219,49775542272,921,9732448256
1787645038,106249480640,50152566784,906,9731866624
1787645053,106658394141,50268811264,823,9615380480
1787645068,107049730045,50125627392,724,9529245696
1787645083,107436754679,50536243200,627,9422970880
1787645098,107831147179,50691399680,725,9532354560
1787645113,108223530920,50105131008,725,9633021952
1787645128,108606011301,48896966656,611,9421549568
1787645143,108959879464,49519292416,724,9496301568
1787645158,109340682779,50152501248,838,9598193664
1787645173,109740754460,50717958144,936,9687064576
1787645189,110153114089,50289160192,936,9702887424
1787645204,110557636469,48862875648,821,9597464576
1787645219,110946008350,49337864192,710,9526018048
1787645234,111321419977,49050468352,710,9501429760
1787645249,111711145088,47511576576,823,9621970944
1787645264,112105184807,48717598720,807,9620865024
1787645279,112501397082,49499582464,921,9665671168
1787645294,112903032719,50057187328,920,9692848128
1787645309,113313480463,48009535488,1034,9817300992
1787645324,113720752725,48444604416,906,9749848064
1787645339,114125599506,49322254336,906,9725726720
1787645354,114534547412,49718128640,921,9734688768
1787645370,114942722466,49365262336,823,9645375488
1787645385,115344878239,49598611456,710,9541066752
1787645400,115746080991,50129420288,823,9647996928
1787645415,116149803180,50000801792,725,9531985920
1787645430,116535897974,49581813760,725,9531977728
1787645445,116912686626,49927147520,725,9527402496
1787645460,117310635891,49954156544,725,9529577472
1787645475,117707622156,49405140992,725,9529577472
1787645490,118071323031,49272307712,627,9422983168
1787645505,118427184153,49624236032,627,9422983168
1787645520,118803978325,49185525760,740,9529352192
1787645535,119197515633,49293312000,740,9530626048
1787645550,119596287392,49707520000,838,9637216256
1787645566,119996627286,49618530304,725,9530163200
1787645581,120392446656,49642385408,725,9530761216
1787645596,120787889804,49549733888,627,9422991360
1787645611,121160785478,49548939264,627,9422991360
1787645626,121533224596,49551360000,627,9422991360
1787645641,121910378847,49169793024,627,9454305280
1787645656,122272621589,47369879552,611,9452990464
1787645671,122636264459,48304910336,725,9557966848
1787645686,123024561277,47009419264,710,9570254848
1787645701,123407646893,46300520448,611,9451724800
1787645716,123754665833,47407161344,611,9452900352
1787645731,124137758498,47203942400,725,9539837952
1787645747,124513672431,46652645376,709,9558274048
1787645762,124904697130,47785484288,936,9718853632
1787645777,125309150555,48101703680,921,9754025984
1787645792,125712127269,48814215168,1034,9864024064
1787645807,126124366902,48790233088,936,9771540480
1787645822,126532046387,48733097984,838,9667887104
1787645837,126939099294,48675250176,740,9562779648
1787645852,127320169981,48577843200,642,9455710208
1787645867,127690867732,47686459392,626,9454395392
1787645882,128050003905,47998148608,627,9454391296
1787645897,128418312585,47903244288,725,9562546176
1787645912,128805234480,47619514368,725,9564356608
1787645928,129188185795,48076988416,725,9564356608
1787645943,129569398083,48761778176,725,9566175232
1787645958,129966970840,47311376384,837,9662918656
1787645973,130366151692,47655854080,838,9662967808
1787645988,130770115413,48444866560,936,9758412800
1787646003,131169967897,48148615168,725,9562697728
1787646018,131559373053,47528992768,725,9562734592
1787646033,131946329518,47029899264,740,9561518080
1787646048,132326252125,46490861568,724,9661464576
1787646063,132707677444,46466932736,725,9557975040
1787646078,133098299215,47395270656,823,9668968448
1787646093,133502074197,48068050944,951,9740570624
1787646109,133911324043,48144056320,951,9760022528
1787646124,134319994464,48206700544,951,9761861632
1787646139,134727086634,48047673344,853,9653014528
1787646154,135100008502,44924928000,612,9466093568
1787646169,135467860897,44841762816,725,9519243264
1787646184,135840759252,45373063168,725,9519742976
1787646199,136226104546,46688403456,823,9658245120
1787646214,136628429837,46754127872,823,9668194304
1787646229,137031679068,46597029888,823,9712398336
1787646244,137407912998,42827231232,626,9508278272
1787646259,137760700896,42487963648,626,9558749184
1787646274,138105495345,42825646080,739,9663156224
1787646289,138491462098,44307853312,853,9772679168
1787646305,138893448318,43788967936,951,9879207936
1787646320,139298739616,45270089728,1063,9966768128
1787646335,139705244723,44466978816,1064,10006953984
1787646350,140111678041,44755296256,823,9812611072
1787646365,140516221731,45403557888,935,9950089216
1787646380,140912699479,46062411776,838,9810767872
1787646395,141314596263,46162759680,808,9672171520
1787646410,141721045415,46582300672,921,9783951360
1787646425,142125128653,46553395200,823,9672220672
1787646440,142518056639,46498013184,725,9563951104
1787646455,142911236657,46430769152,612,9603026944
1787646470,143269435158,45606100992,627,9453551616
1787646485,143622499884,45414887424,626,9621319680
1787646501,143984781543,46224916480,725,9918849024
1787646516,144365494649,44597923840,709,9730162688
1787646531,144758323434,45935292416,823,9838460928
1787646546,145163436971,45627437056,1049,9961816064
1787646561,145567084977,44305596416,837,9784709120
1787646576,145960716281,45399695360,837,9757954048
1787646591,146356177732,46387200000,951,9858957312
1787646606,146766552840,46470574080,951,9887133696
1787646621,147176381908,46526205952,952,9889665024
1787646636,147574589342,46226202624,642,9570922496
1787646651,147948055956,46227615744,642,9570922496
1787646666,148323571738,46230679552,642,9570922496
1787646681,148693423570,46343454720,642,9797287936
1787646697,149069712598,45581279232,626,9874227200
1787646712,149428260963,45593964544,627,9874235392
1787646727,149783788326,45938905088,612,9872842752
1787646742,150137813099,46289186816,612,9872842752
1787646757,150497600901,45794406400,612,9685663744
1787646772,150880381713,46629982208,725,9775099904
1787646787,151262641540,46947467264,644,9738391552
1787646802,151654462596,45953187840,724,9811259392
1787646817,152040730388,46295871488,725,9811263488
1787646832,152427210652,46520700928,627,9702707200
1787646847,152805020065,47070846976,740,9793458176
1787646862,153199821808,47142940672,740,9793462272
1787646878,153583260634,47084748800,642,9704091648
1787646893,153963906939,46098751488,627,10474475520
1787646908,154313179845,46406971392,627,10273378304
1787646923,154675897211,46176870400,612,10286993408
1787646938,155055881539,46721200128,838,10465062912
1787646953,155453877480,46298849280,822,10490601472
1787646968,155854911648,45011083264,919,10542473216
1787646983,156258739720,45410926592,1018,10648424448
1787646998,156664682774,45927596032,905,10547015680
1787647013,157057379713,44817616896,709,10331189248
1787647028,157446750674,45787238400,807,10440216576
1787647043,157824642997,45998309376,695,10331197440
1787647058,158206537380,47539445760,920,10508800000
1787647074,158601521649,47498567680,824,10444705792
1787647089,159008017740,47313629184,1034,10133995520
1787647104,159416257455,47670042624,1034,10134065152
1787647119,159822356449,48213983232,951,10010337280
1787647134,160227493337,47543033856,951,10053095424
1787647149,160632566460,47890788352,936,10052685824
1787647164,161038880042,47845310464,1049,10120642560
1787647179,161444593942,47386509312,935,10028888064
1787647194,161839668161,47907393536,808,9908207616
1787647209,162233839283,48379154432,710,9806901248
1787647224,162636957214,48640143360,823,9916428288
1787647239,163039681613,47529545728,823,9969655808
1787647255,163426140975,46428762112,724,9810460672
1787647270,163800959468,47005921280,739,9763688448
1787647285,164176917528,48000380928,853,9894334464
1787647300,164576366184,47804776448,838,9938952192
1787647315,164980177992,48307744768,936,10026991616
1787647330,165372570291,48451772416,725,9831235584
1787647345,165772006152,47829065728,838,9944592384
1787647360,166169322214,48024858624,709,9853829120
1787647375,166550106857,48254218240,612,9748090880
1787647390,166933300094,48238628864,725,9806602240
1787647405,167323098593,48606908416,725,9808035840
1787647420,167713141645,49249497088,823,9886654464
1787647435,168110840425,49118216192,725,9807360000
1787647451,168507906182,48267239424,725,9807364096
1787647466,168897539985,47096750080,725,9807368192
1787647481,169258889775,47648911360,612,9899171840
1787647496,169610560491,47416643584,725,9767264256
1787647511,169995528883,48228646912,822,9896017920
1787647526,170400149378,47736598528,935,10120552448
1787647541,170802156649,48311140352,951,10059620352
1787647556,171207613861,48652759040,936,10059280384
1787647571,171610742786,49417375744,951,10039357440
1787647586,172022233010,49303453696,951,10077298688
1787647601,172430942013,49235251200,838,9967808512
1787647616,172838156683,49171189760,838,9967808512
1787647632,173226118057,48779390976,627,9749569536
1787647647,173590878223,48211320832,724,9839169536
1787647662,173979740695,48565075968,725,9854771200
1787647677,174361646537,47726538752,612,9748172800
1787647692,174714391555,48297439232,612,9759059968
1787647707,175102691248,49121189888,838,9975496704
1787647722,175511292392,49183973376,838,9977655296
1787647737,175918160630,48881696768,838,9978798080
1787647752,176311127460,46928109568,627,9724461056
1787647767,176676591614,47859449856,725,9791541248
1787647782,177038050167,48431669248,710,9797750784
1787647797,177439115544,48777797632,823,9932005376
1787647813,177844303144,48820498432,823,9932722176
1787647828,178244312147,48238268416,724,9831346176
1787647843,178611461264,48449519616,627,9724440576
1787647858,178982525457,49034186752,725,9791946752
1787647873,179371972602,49056022528,725,9792393216
1787647888,179748888365,48990195712,627,9724444672
1787647903,180121929238,48992165888,627,9724444672
1787647918,180495763245,48994500608,627,9724444672
1787647933,180869368846,48995430400,627,9724440576
1787647948,181243315474,48996626432,627,9724448768
1787647963,181616187878,48524009472,627,9749475328
1787647978,181975922551,48008101888,627,9749475328
1787647993,182351518022,48807227392,725,9854296064
1787648009,182754445877,49075916800,838,9964466176
1787648024,183159545754,49022779392,725,9857224704
1787648039,183553949738,46501040128,611,9748168704
1787648054,183910746527,45797818368,627,9724444672
1787648069,184269244877,46662762496,838,9913360384
1787648084,184670003604,47191818240,823,9935355904
1787648099,185072239320,47847575552,936,10018525184
1787648114,185477158064,46478159872,837,9939963904
1787648129,185881676658,46782627840,823,9938743296
1787648144,186273249249,47115608064,611,9697873920
1787648159,186661979385,47601434624,711,9820413952
1787648174,187062627256,46632456192,823,9988845568
1787648190,187462067540,45754978304,822,9914376192
1787648205,187853453721,46591561728,822,9906139136
1787648220,188245052103,46683480064,725,9930530816
1787648235,188630555134,45057183744,611,9697882112
1787648250,188979709732,45090320384,596,9746755584
1787648265,189350935000,43813298176,709,9804496896
1787648280,189726305865,45298233344,822,9879744512
1787648295,190124447446,45152124928,822,9938870272
1787648310,190530049797,46606286848,1049,10141057024
1787648325,190941211888,45051908096,1034,10112761856
1787648340,191351554974,45830991872,1034,10073513984
1787648355,191761687008,46328635392,1034,10117255168
1787648371,192164762887,44377608192,723,9801445376
1787648386,192525849570,44850548736,612,9773244416
1787648401,192874711625,44352741376,597,9696555008
1787648416,193251980928,45931261952,823,9913466880
1787648431,193653147228,46357770240,823,9917992960
1787648446,194062830762,46685519872,936,10032263168
1787648461,194472310445,46658412544,823,9923325952
1787648476,194878440295,46689771520,823,9923399680
1787648491,195273313747,45018275840,724,9811165184
1787648506,195636965606,45484032000,612,9697972224
1787648521,196011119487,46535172096,838,9913794560
1787648536,196416933713,45246947328,838,9965723648
1787648551,196817614126,43367247872,838,9915400192
1787648567,197198709464,43761963008,611,9697959936
1787648582,197572954189,44878336000,725,9808052224
1787648597,197969734393,44224978944,950,10339090432
1787648612,198374148288,44740513792,950,10346614784
1787648627,198776226941,45244162048,951,10313658368
1787648642,199183481926,45366599680,838,9900740608
1787648657,199589380193,45411856384,838,9901056000
1787648672,199989424401,45353955328,740,9808388096
1787648687,200381639666,45271363584,642,9700700160
1787648702,200756896876,45272428544,642,9700691968
1787648717,201130657557,43947315200,642,9756418048
1787648732,201482798055,43612315648,627,9755099136
1787648748,201834773530,44177870848,611,9753706496
1787648763,202227791515,45431701504,838,9974972416
1787648778,202632963690,45502152704,838,9975558144
1787648793,203037481894,45565812736,838,9975603200
1787648808,203435660126,44221661184,627,9699315712
1787648823,203794067389,44574363648,627,9699315712
1787648838,204179738838,45288816640,740,9808797696
1787648853,204575312074,45327319040,740,9808863232
1787648868,204972181627,45368344576,740,9809645568
1787648883,205344581852,44132827136,626,9746411520
1787648898,205709306696,43494576128,626,9724882944
1787648913,206075273409,44198305792,740,9838206976
1787648929,206460642892,41025044480,724,9902727168
1787648944,206834749667,41814618112,724,9883750400
1787648959,207213183535,42923352064,724,9856360448
1787648974,207587236762,42737041408,709,10220937216
1787648989,207968267588,44317507584,823,10365865984
1787649004,208372986943,45241622528,921,10496331776
1787649019,208783598177,46214352896,1147,10645430272
1787649034,209195235085,46033203200,1049,10476457984
1787649049,209608189797,46228688896,936,10326548480
1787649064,210021465986,46735802368,936,10290933760
1787649079,210435171514,46813270016,936,10293968896
1787649094,210847737954,46765256704,839,10260348928
1787649109,211246673463,46656036864,740,10130866176
1787649125,211619375572,46567882752,642,10042863616
1787649140,211992778294,44753690624,626,10690846720
1787649155,212345488171,45401219072,612,10835705856
1787649170,212700012783,45668438016,725,10737164288
1787649185,213070867153,46281416704,710,10659352576
1787649200,213469114422,46587117568,936,10909908992
1787649215,213873502495,45633503232,936,10910625792
1787649230,214276689007,46146203648,905,10908438528
1787649245,214674110866,46729228288,808,10799775744
1787649260,215063075113,46880174080,710,10692767744
1787649275,215461131200,47223410688,725,10674454528
1787649290,215855425877,46261698560,627,10613702656
1787649306,216214223956,46522122240,627,10613694464
1787649321,216590658729,46544228352,724,10830573568
1787649336,216977172772,46182002688,724,10832654336
1787649351,217354588931,46634876928,612,10728468480
1787649366,217738484595,47407988736,823,10775142400
1787649381,218139111751,47026393088,725,10682118144
1787649396,218503742667,47397453824,612,10625978368
1787649411,218892037557,46460948480,724,11087618048
1787649426,219278571801,47001083904,725,11088228352
1787649441,219668730285,47626743808,725,10986307584
1787649456,220055403933,47679328256,710,10789498880
1787649471,220456135248,47797243904,725,10947829760
1787649487,220836993165,48088698880,627,11023069184
1787649502,221201302422,48004685824,611,11036635136
1787649517,221581680737,47488278528,724,11021512704
1787649532,221961456442,47975206912,725,11021533184
1787649547,222355958937,48809316352,838,11266019328
1787649562,222761336138,47565492224,822,11170656256
1787649577,223158521568,46943731712,823,11271700480
1787649592,223555717379,47183962112,710,11085574144
1787649607,223907060692,47370846208,612,11168833536
1787649622,224291099183,48400474112,936,11439104000
1787649637,224700997664,48649691136,921,11471708160
1787649652,225107567771,48220672000,920,11472359424
1787649667,225518518429,48570413056,936,11474153472
1787649683,225914385352,48709914624,710,11278888960
1787649698,226309397741,49190522880,822,11600445440
1787649713,226709872401,49290215424,823,11618074624
1787649728,227103132975,49552801792,823,11346259968
1787649743,227502169904,49257369600,725,11519037440
1787649758,227888205604,49278717952,725,11420442624
1787649773,228256281481,48810188800,739,11515699200
1787649788,228636629180,49093771264,739,11563880448
1787649803,229010214491,49561108480,740,11574472704
1787649818,229411193707,49457332224,853,11900510208
1787649833,229807259912,49538109440,853,11900878848
1787649848,230193649392,49811988480,725,11576692736
1787649864,230587023388,49846362112,726,11587371008
1787649879,230980551958,49870049280,725,11574247424
1787649894,231367715513,49907859456,627,11705081856
1787649909,231730117418,48732913664,627,11679911936
1787649924,232085037079,49061912576,627,11679916032
1787649939,232447081059,47871639552,611,11795771392
1787649954,232787218099,47507267584,611,11795779584
1787649969,233129537656,48758865920,725,11857600512
1787649984,233530367166,49308700672,1064,12207050752
1787649999,233939477200,48643883008,1063,12208287744
1787650014,234345262881,49403162624,1177,12280360960
1787650029,234751778111,46278496256,838,12008808448
1787650044,235150474825,47399993344,935,12101103616
1787650060,235556956254,48200314880,951,12094742528
1787650075,235965675935,47634931712,1049,12219408384
1787650090,236372399221,46387531776,935,12112764928
1787650105,236769992810,46667280384,710,11899244544
1787650120,237157473269,47092408320,725,11888316416
1787650135,237538295700,47197581312,709,12147249152
1787650150,237917266676,47824752640,710,12147253248
1787650165,238303410276,48566755328,823,12285542400
1787650180,238703446070,48980238336,823,12274741248
1787650195,239111374046,49095753728,936,12375420928
1787650210,239521970824,47655075840,838,12266074112
1787650225,239921584615,48058023936,837,12266074112
1787650240,240324599275,48784531456,853,12257230848
