ts,cpu_usage_usec,mem_current,pids,anon_bytes,mem_peak,file_cache
1787728207,43793159,2228846592,4,470081536,3026210816,1753649152
1787728222,43914662,2175811584,4,471322624,3026210816,1699909632
1787728237,44027598,2177716224,4,472629248,3026210816,1699909632
1787728252,44070071,2178129920,4,472629248,3026210816,1699909632
1787728267,44127493,2177708032,4,472891392,3026210816,1699909632
1787728282,44171948,2177495040,4,472895488,3026210816,1699909632
1787728297,44222140,2177417216,4,472895488,3026210816,1699909632
1787728312,44336494,2179182592,4,474415104,3026210816,1699909632
1787728327,44381770,2179182592,4,474415104,3026210816,1699909632
1787728342,44459620,2179649536,4,474959872,3026210816,1699909632
1787728358,44506098,2179870720,4,474959872,3026210816,1699909632
1787728373,44638389,2181541888,4,476667904,3026210816,1699909632
1787728388,44687910,2181394432,4,476663808,3026210816,1699909632
1787728403,44733105,2181328896,4,476663808,3026210816,1699909632
1787728418,44884378,2183430144,4,478474240,3026210816,1699909632
1787728433,44930261,2183213056,4,478482432,3026210816,1699909632
1787728448,45011658,2157756416,4,479019008,3026210816,1673695232
1787728463,45058810,2157158400,4,479023104,3026210816,1673695232
1787728478,45119165,2157670400,4,479309824,3026210816,1673695232
1787728494,45232541,2159140864,4,480714752,3026210816,1673695232
1787728509,45301472,2159755264,4,481095680,3026210816,1673695232
1787728524,45347623,2159886336,4,481099776,3026210816,1673695232
1787728539,45390329,2159173632,4,481103872,3026210816,1673695232
1787728554,45557652,2162192384,4,483639296,3026210816,1673695232
1787728569,45728613,2165039104,4,486125568,3026210816,1673695232
1787728584,45824658,2165919744,4,487333888,3026210816,1673695232
1787728599,45881373,2166415360,4,487661568,3026210816,1673695232
1787728614,46063793,2168758272,4,490397696,3026210816,1673695232
1787728629,46144065,2169192448,4,491012096,3026210816,1673695232
1787728645,46204630,2170503168,4,491372544,3026210816,1673695232
1787728660,46246015,2169741312,4,491380736,3026210816,1673695232
1787728675,46635661,2150133760,4,498143232,3026210816,1647742976
1787728690,46903882,2154172416,4,502292480,3026210816,1647747072
1787728705,47196449,2160611328,4,507375616,3026210816,1647747072
1787728720,47406397,2163040256,4,510791680,3026210816,1647747072
1787728735,47475759,2164629504,4,511516672,3026210816,1647747072
1787728750,47537960,2163953664,4,511897600,3026210816,1647747072
1787728765,47680607,2166665216,4,514187264,3026210816,1647747072
1787728780,47920445,2170580992,4,518414336,3026210816,1647747072
1787728795,48402799,2179899392,4,527441920,3026210816,1647747072
1787728811,48841665,2187173888,4,535080960,3026210816,1647747072
1787728826,49023085,2191192064,4,538132480,3026210816,1647747072
1787728841,49091696,2191024128,4,538767360,3026210816,1647747072
1787728856,49378791,2196668416,4,544432128,3026210816,1647747072
1787728871,49737094,2203275264,4,550588416,3026210816,1647747072
1787728886,50045841,2209161216,4,556417024,3026210816,1647747072
1787728901,50390219,2214715392,4,562495488,3026210816,1647747072
1787728916,50712453,2219925504,4,567218176,3026210816,1647751168
1787728931,51061213,2225483776,4,572932096,3026210816,1647751168
1787728946,51126479,2225905664,4,573489152,3026210816,1647751168
1787728962,51281443,2228752384,4,575381504,3026210816,1647751168
1787728977,51508551,2232295424,4,579325952,3026210816,1647751168
1787728992,51775866,2236788736,4,583606272,3026210816,1647751168
1787729007,52225315,2244329472,4,591642624,3026210816,1647751168
1787729022,52352805,2246119424,4,593420288,3026210816,1647751168
1787729037,52464436,2247970816,4,594804736,3026210816,1647751168
1787729052,52686972,2252443648,4,599707648,3026210816,1647751168
1787729067,52748450,2253234176,4,600113152,3026210816,1647751168
1787729082,53062616,2259120128,4,606515200,3026210816,1647751168
1787729097,53373790,2265837568,4,612794368,3026210816,1647751168
1787729112,53620608,2271195136,4,617996288,3026210816,1647755264
1787729127,53829620,2274328576,4,621662208,3026210816,1647755264
1787729142,53984697,2277490688,4,624513024,3026210816,1647755264
1787729158,54017311,2276876288,4,624521216,3026210816,1647755264
1787729173,54051439,2277421056,4,624513024,3026210816,1647755264
1787729188,54082908,2277277696,4,624517120,3026210816,1647755264
1787729203,54114292,2276896768,4,624517120,3026210816,1647755264
1787729218,54171697,2277974016,4,625377280,3026210816,1647755264
1787729233,54274688,2280271872,4,627732480,3026210816,1647755264
1787729248,54306176,2280443904,4,627736576,3026210816,1647755264
1787729263,54481621,2285101056,4,632590336,3026210816,1647755264
1787729278,54635123,2288488448,4,636043264,3026210816,1647755264
1787729293,57365435,4402995200,4,737734656,4438949888,3663048704
1787729308,60886492,6358056960,4,712196096,6361550848,5640966144
1787729323,64349218,8397676544,4,782835712,8401674240,7609290752
1787729338,67565664,10330877952,4,734842880,10335510528,9591693312
1787729353,71061905,12235898880,4,664784896,12304949248,11566313472
1787729368,74377374,14004170752,4,661848064,14067724288,13337190400
1787729384,77075966,14176313344,4,679575552,14312865792,13492363264
1787729399,80284746,14304440320,4,657481728,14577819648,13643689984
1787729414,83113941,14549823488,4,724197376,14705074176,13820727296
1787729429,85679200,14470864896,4,638398464,14747525120,13827747840
1787729444,85709527,14470643712,4,638414848,14747525120,13827747840
1787729459,85739146,14470885376,4,638406656,14747525120,13827747840
