ts,cpu_usage_usec,mem_current,pids,anon_bytes,mem_peak,file_cache
1787734093,41083360859,24798339072,538,12385050624,25162092544,11933102080
1787734108,41345659569,24529125376,760,12399005696,25162092544,11649429504
1787734123,41570688646,24737820672,758,12492120064,25162092544,11761201152
1787734138,41847024155,24646828032,533,12397047808,25162092544,11773566976
1787734153,42127341625,24656617472,533,12406837248,25162092544,11773566976
1787734168,42408408344,24656777216,533,12406841344,25162092544,11773566976
1787734184,42766695539,24803655680,756,12556812288,25454366720,11762122752
1787734199,43067861496,24917598208,534,12721061888,25454366720,11721854976
1787734214,43385968158,24472584192,762,12550893568,25454366720,11446599680
1787734229,43633674351,24396558336,537,12456603648,25454366720,11472461824
1787734244,43874901658,24607559680,538,12456611840,25454366720,11678388224
1787734259,44091825231,24607457280,541,12456779776,25454366720,11678388224
1787734274,44399324117,24778985472,654,12805967872,25454366720,11516297216
1787734289,44613813126,24142299136,646,12491649024,25454366720,11189067776
1787734304,44710591617,24093671424,537,12444594176,25454366720,11192209408
1787734319,44829723183,23987933184,537,12589473792,25454366720,10947686400
1787734334,44948042262,23417671680,533,12437504000,25454366720,10542923776
1787734349,45041656639,23417663488,533,12437508096,25454366720,10542923776
1787734364,45116398495,23189762048,525,12563599360,25454366720,10200117248
1787734380,45149631368,23190040576,525,12563595264,25454366720,10200117248
1787734395,45182390633,23189602304,525,12563599360,25454366720,10200117248
1787734410,45215118365,23189884928,525,12563599360,25454366720,10200117248
1787734425,45248675881,23189286912,525,12563603456,25454366720,10200117248
1787734440,45281620189,23190761472,525,12563599360,25454366720,10200117248
1787734455,45314428932,23189585920,525,12563599360,25454366720,10200117248
1787734470,45347508225,23190114304,525,12563603456,25454366720,10200117248
1787734485,45380666181,23189909504,525,12563599360,25454366720,10200117248
1787734500,45413755569,23189999616,525,12563595264,25454366720,10200117248
1787734515,45446938665,23190175744,525,12563603456,25454366720,10200117248
1787734530,45480107708,23190401024,525,12563599360,25454366720,10200117248
1787734545,45513907018,23190216704,525,12563603456,25454366720,10200117248
1787734560,45547156626,23189835776,525,12563595264,25454366720,10200117248
1787734575,45580105466,23189819392,525,12563599360,25454366720,10200117248
1787734590,45657575238,22900383744,524,12644777984,25454366720,9839759360
1787734606,45705073491,23215394816,524,12984647680,25454366720,9824948224
1787734621,45747784845,22625800192,520,12569014272,25454366720,9647517696
1787734636,45781183158,22625546240,520,12569018368,25454366720,9647517696
1787734651,45813956663,22625767424,520,12569014272,25454366720,9647517696
1787734666,45847481359,22625271808,520,12569014272,25454366720,9647517696
1787734681,45880423813,22625472512,520,12569014272,25454366720,9647517696
1787734696,45913951110,22625419264,520,12569018368,25454366720,9647517696
1787734711,45947075897,22625226752,520,12569010176,25454366720,9647517696
1787734726,45980539317,22625628160,520,12569018368,25454366720,9647517696
1787734741,46013590107,22625931264,520,12569010176,25454366720,9647517696
1787734756,46047223633,22625693696,520,12569018368,25454366720,9647517696
1787734771,46080301460,22624878592,520,12569014272,25454366720,9647517696
1787734786,46158989486,23076016128,520,13017600000,25454366720,9619730432
1787734801,46205249457,22392348672,516,12698288128,25454366720,9295294464
1787734816,46238760006,22392643584,516,12698284032,25454366720,9295294464
1787734832,46305450534,22381604864,512,12883177472,25454366720,9104953344
1787734847,46339182520,22194614272,512,12697743360,25454366720,9104953344
1787734862,46375898615,22169624576,512,12697743360,25454366720,9080492032
1787734877,46458420917,21736902656,508,12747812864,25454366720,8612036608
1787734892,46491917842,21736529920,508,12747812864,25454366720,8612036608
1787734907,46534448717,21456576512,500,12721991680,25454366720,8365121536
1787734922,46601823733,21542408192,496,13074001920,25454366720,8106528768
1787734937,46666765180,20929433600,492,12896694272,25454366720,7684222976
1787734952,46699903367,20929228800,492,12896686080,25454366720,7684222976
1787734967,46732915906,20928897024,492,12896690176,25454366720,7684222976
1787734982,46765811590,20929273856,492,12896686080,25454366720,7684222976
1787734997,46850449386,20476203008,488,12884836352,25454366720,7255891968
1787735012,46918732067,19986530304,484,12820701184,25454366720,6842437632
1787735027,46989030547,20211023872,484,13072236544,25454366720,6817226752
1787735043,47023729525,19617857536,480,12828139520,25454366720,6478577664
1787735058,47056072361,19618680832,480,12828557312,25454366720,6478577664
1787735073,47088254648,19618623488,480,12828557312,25454366720,6478577664
1787735088,47120555375,19618779136,480,12828557312,25454366720,6478577664
1787735103,47189080476,19332071424,476,12853452800,25454366720,6176550912
1787735118,47221250893,19332059136,476,12853460992,25454366720,6176550912
1787735133,47253520439,19331465216,476,12853456896,25454366720,6176550912
1787735148,47326914286,19117047808,473,12966055936,25454366720,5858070528
1787735163,47358795303,19102986240,472,12953755648,25454366720,5858070528
1787735178,47390759735,19104153600,472,12953759744,25454366720,5858070528
1787735193,47423049747,19103531008,472,12953751552,25454366720,5858070528
1787735208,47455077977,19104112640,472,12953747456,25454366720,5858070528
1787735223,47497780817,18602393600,468,12827779072,25454366720,5494341632
1787735238,47529855062,18601730048,468,12827783168,25454366720,5494341632
1787735253,47562068766,18602655744,468,12827774976,25454366720,5494341632
1787735269,47594258679,18602950656,468,12827779072,25454366720,5494341632
1787735284,47626405244,18602901504,468,12827779072,25454366720,5494341632
1787735299,47658366834,18601828352,468,12827787264,25454366720,5494341632
1787735314,47712920878,18471677952,464,12978282496,25454366720,5221003264
1787735329,47745184026,18471600128,464,12978278400,25454366720,5221003264
1787735344,47808089687,17956208640,460,12880486400,25454366720,4817977344
1787735359,47846488401,17633611776,460,12852310016,25454366720,4530937856
1787735374,47948284751,17666834432,460,12927766528,25454366720,4490104832
1787735389,48124452724,17845403648,452,13985263616,25454366720,3636756480
1787735404,48260874841,15339208704,444,12952543232,25454366720,2208415744
