ts,cpu_usage_usec,mem_current,pids,anon_bytes,mem_peak,file_cache
1787734109,267809870,172879872,35,166412288,4748398592,2600960
1787734124,269156671,173694976,35,166481920,4748398592,2600960
1787734139,269183617,172699648,35,166477824,4748398592,2600960
1787734154,269210679,173117440,35,166486016,4748398592,2600960
1787734170,269247770,172912640,35,166490112,4748398592,2600960
1787734185,270244185,177864704,35,171466752,4748398592,2600960
1787734200,270273941,177700864,35,171466752,4748398592,2600960
1787734215,272166608,181620736,35,174702592,4748398592,2605056
1787734230,272708170,181182464,35,174694400,4748398592,2605056
1787734245,273302154,181182464,35,174698496,4748398592,2605056
1787734260,273329711,181755904,35,174698496,4748398592,2605056
1787734275,274503825,181129216,35,174702592,4748398592,2605056
1787734290,275385493,183521280,35,176951296,4748398592,2605056
1787734305,275412342,183926784,35,176959488,4748398592,2605056
1787734320,275449898,183275520,35,176951296,4748398592,2605056
1787734335,275527901,183607296,35,177315840,4748398592,2605056
1787734350,275555231,183934976,35,177315840,4748398592,2605056
1787734366,275600574,184229888,35,177315840,4748398592,2605056
1787734381,275625796,183762944,35,177319936,4748398592,2605056
1787734396,275652057,184033280,35,177315840,4748398592,2605056
1787734411,275677139,183816192,35,177315840,4748398592,2605056
1787734426,275702891,183836672,35,177311744,4748398592,2605056
1787734441,275729883,184078336,35,177315840,4748398592,2605056
1787734456,275760466,184262656,35,177315840,4748398592,2605056
1787734471,275785596,183738368,35,177319936,4748398592,2605056
1787734486,275811801,184270848,35,177315840,4748398592,2605056
1787734501,275838357,184061952,35,177315840,4748398592,2605056
1787734516,275863807,184238080,35,177311744,4748398592,2605056
1787734531,275890931,184061952,35,177324032,4748398592,2605056
1787734546,275917369,183783424,35,177319936,4748398592,2605056
1787734561,275943160,184070144,35,177311744,4748398592,2605056
1787734576,275969732,184307712,35,177315840,4748398592,2605056
1787734592,276034914,188854272,35,182366208,4748398592,2605056
1787734607,276063106,188997632,35,182370304,4748398592,2605056
1787734622,276110957,190951424,35,184717312,4748398592,2605056
1787734637,276136832,191168512,35,184713216,4748398592,2605056
1787734652,276164034,192114688,35,184713216,4748398592,2605056
1787734667,276190669,191741952,35,184705024,4748398592,2605056
1787734682,276216319,190935040,35,184713216,4748398592,2605056
1787734697,276241696,191438848,35,184721408,4748398592,2605056
1787734712,276267106,191156224,35,184721408,4748398592,2605056
1787734727,276293398,190971904,35,184717312,4748398592,2605056
1787734742,276318951,191381504,35,184713216,4748398592,2605056
1787734757,276346257,191471616,35,184721408,4748398592,2605056
1787734772,276372345,192204800,35,184717312,4748398592,2605056
1787734787,276398707,190992384,35,184713216,4748398592,2605056
1787734802,276529368,196952064,35,190214144,4748398592,2605056
1787734818,276556870,196583424,35,190222336,4748398592,2605056
1787734833,276616225,196759552,35,190222336,4748398592,2605056
1787734848,276643312,197070848,35,190222336,4748398592,2605056
1787734863,276669363,196702208,35,190226432,4748398592,2605056
1787734878,276745410,202018816,35,195493888,4748398592,2605056
1787734893,276774986,202457088,35,195493888,4748398592,2605056
1787734908,276810114,202190848,35,195493888,4748398592,2605056
1787734923,276856511,202842112,35,195485696,4748398592,2605056
1787734938,276931155,208191488,35,201687040,4748398592,2605056
1787734953,276957627,208375808,35,201682944,4748398592,2605056
1787734968,276983514,208011264,35,201691136,4748398592,2605056
1787734983,277010259,208035840,35,201682944,4748398592,2605056
1787734998,277083631,214126592,35,207912960,4748398592,2605056
1787735013,277141955,218853376,35,211718144,4748398592,2605056
1787735028,277204680,222474240,35,216203264,4748398592,2605056
1787735044,277231472,223154176,35,216203264,4748398592,2605056
1787735059,277256820,223318016,35,216207360,4748398592,2605056
1787735074,277283543,223203328,35,216207360,4748398592,2605056
1787735089,277310036,222703616,35,216203264,4748398592,2605056
1787735104,277389462,222502912,35,216203264,4748398592,2605056
1787735119,277415331,222470144,35,216199168,4748398592,2605056
1787735134,277440529,222781440,35,216207360,4748398592,2605056
1787735149,277510174,223338496,35,216625152,4748398592,2605056
1787735164,277536481,223465472,35,216629248,4748398592,2605056
1787735179,277562202,223301632,35,216625152,4748398592,2605056
1787735194,277588692,223338496,35,216625152,4748398592,2605056
1787735209,277621942,224313344,35,216629248,4748398592,2605056
1787735224,277658770,223145984,35,216625152,4748398592,2605056
1787735239,277693975,223358976,35,216629248,4748398592,2605056
1787735254,277719816,222998528,35,216625152,4748398592,2605056
1787735270,277746798,223244288,35,216625152,4748398592,2605056
1787735285,277772932,223166464,35,216625152,4748398592,2605056
1787735300,277798974,223125504,35,216621056,4748398592,2605056
1787735315,277844416,223444992,35,216629248,4748398592,2605056
1787735330,277870513,223322112,35,216621056,4748398592,2605056
1787735345,277910059,223158272,35,216625152,4748398592,2605056
1787735360,277978894,223272960,35,216633344,4748398592,2605056
1787735375,278074738,228872192,35,222371840,4748398592,2605056
1787735390,278153749,229867520,35,222756864,4748398592,2605056
1787735405,278323892,232435712,35,225980416,4748398592,2605056
