ts,cpu_usage_usec,mem_current,pids,anon_bytes
1787383292,4845858010,32554213376,3528,7053099008
1787383307,4931364238,32637210624,3476,7138140160
1787383323,5019311001,32935948288,3561,7381266432
1787383338,5104590377,32850309120,3576,7294496768
1787383353,5189990365,32948236288,3543,7393345536
1787383368,5275466050,32907067392,3478,7354187776
1787383383,5361153345,32917454848,3444,7365935104
1787383398,5447187672,32904364032,3443,7353049088
1787383413,5532106081,32921653248,3443,7369850880
1787383428,5617566438,32852443136,3442,7301263360
1787383443,5702260263,32807645184,3357,7260282880
1787383458,5793345055,33001656320,3443,7498522624
1787383473,5878081124,33111441408,3425,7608045568
1787383488,5963215831,33109057536,3390,7607468032
1787383503,6048075306,33063694336,3337,7564279808
1787383518,6137651469,33227964416,3389,7730167808
1787383533,6222630337,33338998784,3352,7842385920
1787383549,6313507387,33436684288,3438,7981510656
1787383564,6398963489,33662337024,3452,8206508032
1787383579,6483273668,33605668864,3452,8150327296
1787383594,6568233464,33590079488,3400,8135901184
1787383609,6659504005,33601110016,3381,8208752640
1787383624,6755744541,33571647488,3515,8244568064
1787383639,6848554742,33940885504,3598,8634142720
1787383654,6934052515,34116337664,3612,8809070592
1787383669,7019315423,34007965696,3579,8701403136
1787383684,7104513371,34078179328,3527,8773947392
1787383699,7197988624,34267267072,3613,8973459456
1787383714,7283663402,34463944704,3628,9168576512
1787383729,7376463492,34472828928,3610,9253539840
1787383744,7470778110,34329878528,3711,9192050688
1787383759,7555778479,34322530304,3673,9186353152
1787383775,7650471294,34503057408,3759,9440739328
1787383790,7735978140,34754654208,3773,9690337280
1787383805,7821471904,34642628608,3740,9580036096
1787383820,7906384702,34704613376,3740,9641218048
1787383835,7991499246,34868563968,3740,9805307904
1787383850,8076710419,34760007680,3740,9696845824
1787383865,8161579520,34798424064,3707,9736036352
1787383880,8246998458,34733391872,3655,9674018816
1787383895,8340513641,34863673344,3756,9862430720
1787383910,8425848920,34707116032,3638,9711079424
1787383925,8517696453,34858512384,3724,9890385920
1787383940,8602278787,35046187008,3705,10078367744
1787383955,8688116092,35021950976,3705,10053869568
1787383970,8773775079,35173904384,3705,10205818880
1787383985,8858610495,35008634880,3705,10040885248
1787384001,8943418585,35015516160,3704,10046951424
1787384016,9029587476,35154075648,3702,10186182656
1787384031,9114483764,35185455104,3670,10218065920
1787384046,9200128030,35081408512,3617,10115862528
1787384061,9294227989,35104399360,3670,10235699200
1787384076,9379824629,35181993984,3684,10313490432
1787384091,9464205343,35321311232,3684,10451439616
1787384106,9549203006,35242024960,3684,10372837376
1787384121,9644423484,35240157184,3685,10427965440
1787384136,9730846191,35217408000,3700,10407952384
1787384151,9815852148,35185704960,3647,10379657216
1787384166,9909631261,35053756416,3681,10339622912
1787384181,10007350596,35367591936,3797,10730504192
1787384196,10092862218,35429019648,3744,10795520000
1787384211,10187639553,35419410432,3845,10874392576
1787384227,10272623708,35350663168,3845,10804936704
1787384242,10358368754,35415990272,3812,10871869440
1787384257,10443005708,35407200256,3811,10863230976
1787384272,10528008349,35273428992,3726,10732519424
1787384287,10621332538,35181690880,3779,10762248192
1787384302,10706818483,35157118976,3742,10740523008
1787384317,10796437782,35662901248,3741,10854969344
1787384332,10877814264,36384624640,3828,11032043520
1787384347,10963782134,36463980544,3810,11114061824
1787384362,11049313109,36586958848,3810,11236724736
1787384377,11134414156,36503949312,3691,11158319104
1787384392,11224383509,37054574592,3777,11371216896
1787384407,11309531009,37011423232,3791,11327668224
1787384422,11394117530,37029089280,3790,11345915904
1787384438,11479891757,37011705856,3791,11328454656
1787384453,11565199960,36999221248,3757,11316224000
1787384468,11650693242,37006725120,3756,11304304640
1787384483,11735633026,37034008576,3756,11351318528
1787384498,11821176489,36923695104,3703,11243360256
1787384513,11920014172,37021872128,3736,11349716992
1787384528,12012839794,37011488768,3735,11300073472
1787384543,12099653052,37079261184,3785,11340984320
1787384558,12193041225,36935372800,3823,11298611200
1787384573,12278678399,37113061376,3838,11476353024
1787384588,12363575294,37095038976,3785,11461070848
1787384603,12464678601,37276868608,3871,11695124480
1787384618,12550221475,37298036736,3834,11718356992
1787384633,12648073209,37571481600,3868,11866722304
1787384648,12746539001,37851398144,3954,12113227776
1787384664,12832944164,37991862272,3969,12253032448
1787384679,12918004866,37946433536,3969,12207591424
1787384694,13003776633,37851672576,3916,12115582976
1787384709,13103078505,38013890560,3915,12209004544
1787384724,13189305137,38404235264,4017,12514127872
1787384739,13275602192,38302138368,4017,12412342272
1787384754,13362120123,38419615744,4017,12529827840
1787384769,13448153146,38343012352,4017,12452622336
1787384784,13534291958,38318010368,4017,12428333056
1787384799,13620652688,38335696896,4017,12445941760
1787384814,13713865427,38366257152,3964,12586577920
1787384829,13798958875,38792192000,4051,12728217600
1787384844,13884761036,38872141824,4066,12806860800
1787384859,13970365608,38852694016,4033,12789129216
1787384874,14056305945,38837628928,4033,12773535744
1787384890,14141996047,38804975616,4033,12741173248
1787384905,14228505291,38803263488,4033,12739059712
1787384920,14314294318,38805114880,4033,12741414912
1787384935,14399672339,38807703552,4033,12743708672
1787384950,14485889773,38875594752,4033,12812365824
1787384965,14572037621,38872150016,4033,12808679424
1787384980,14657518189,38873456640,4032,12810100736
1787384995,14742853605,38932430848,4032,12869185536
1787385010,14828890398,38875639808,3999,12811771904
1787385025,14914113961,38956453888,3998,12892999680
1787385040,14999691080,38873821184,3933,12813275136
1787385055,15084118012,38887014400,3933,12826619904
1787385070,15169859506,38937907200,3933,12877123584
1787385085,15255052590,38876397568,3933,12816039936
1787385100,15340220330,38870642688,3848,12813176832
1787385116,15436657891,38794936320,3886,12727533568
1787385131,15521547875,38878302208,3900,12809117696
1787385146,15607138221,38816382976,3900,12748283904
1787385161,15692603679,38863110144,3900,12793868288
1787385176,15777107728,38873874432,3865,12806909952
1787385191,15862117126,38847791104,3865,12780904448
1787385206,15946338681,38864830464,3865,12807421952
1787385221,16031660829,38906810368,3832,12840484864
1787385236,16116515974,38887452672,3831,12821278720
1787385251,16200833915,38842945536,3778,12779139072
1787385266,16292932821,38782074880,3849,12736167936
1787385281,16378543176,38842527744,3779,12798963712
1787385296,16471376691,38797574144,3765,12837154816
1787385311,16563093309,39152508928,3850,13006667776
1787385326,16648241558,39277137920,3865,13141254144
1787385342,16733508899,39289516032,3832,13154201600
1787385357,16817525208,39166808064,3746,13035892736
1787385372,16922104493,38952755200,3746,13349388288
1787385387,17005459405,39480127488,3833,13543956480
1787385402,17090469647,39541178368,3848,13605318656
1787385417,17175556040,39448612864,3814,13514420224
1787385432,17261039318,39420334080,3728,13489127424
1787385447,17357498737,39249903616,3766,13589921792
1787385462,17442146242,39390937088,3780,13728948224
1787385477,17531375699,39199723520,3712,13605642240
1787385492,17617760428,39382061056,3780,13778194432
1787385507,17702206726,39442452480,3780,13837361152
1787385522,17787068718,39467823104,3779,13863346176
1787385537,17872050756,39424704512,3727,13822128128
1787385552,17958006781,39684755456,3745,13862080512
1787385568,18051867358,39429173248,3830,13864996864
1787385583,18136972844,39613591552,3759,14052036608
1787385598,18227213271,39647502336,3797,14109790208
1787385613,18311814460,39489609728,3708,13954658304
1787385628,18427288042,39210225664,3849,13891117056
1787385643,18512880603,39257305088,3879,13935828992
1787385658,18597601161,39253630976,3827,13935562752
1787385673,18695726870,39179759616,3898,13981691904
1787385688,18782246614,39121141760,3809,13927563264
1787385703,18892908088,39149035520,3950,14177767424
1787385718,18978928556,39349706752,3947,14378647552
1787385733,19064703745,39266107392,3894,14297317376
1787385748,19154959496,39383085056,3965,14258962432
1787385763,19243368157,39513735168,3980,14389002240
1787385779,19328397835,39598403584,3978,14473515008
1787385794,19413839174,39605956608,3947,14481326080
1787385809,19498740584,39556935680,3914,14434537472
1787385824,19584198932,39565295616,3862,14444462080
1787385839,19673413217,39832395776,3933,14496722944
1787385854,19762249305,39689732096,3879,14518464512
1787385869,19854590946,39699791872,3948,14496477184
1787385884,19940169720,39696216064,3948,14492123136
1787385899,20025981555,39702188032,3948,14498402304
1787385914,20111718183,39772876800,3947,14569488384
1787385929,20197498790,39723991040,3947,14520643584
1787385944,20282657664,39820238848,3946,14616543232
1787385959,20367663728,39823671296,3894,14622015488
1787385974,20460829445,39630843904,3965,14560829440
1787385989,20546349290,39732510720,3980,14662008832
1787386005,20631520216,39814938624,3979,14745100288
1787386020,20716977362,39963688960,3979,14892703744
1787386035,20802035490,39811588096,3927,14743592960
1787386050,20892896535,39861596160,3946,14745186304
1787386065,20988213233,39724904448,3945,14622085120
1787386080,21074503727,40046641152,4047,14859837440
1787386095,21159902028,40095784960,4014,14910238720
1787386110,21245613343,40107958272,3981,14924132352
1787386125,21330906247,40009584640,3929,14827737088
1787386140,21421293136,40154046464,4000,14864867328
1787386155,21506839062,40302383104,4015,15012458496
1787386170,21592563458,40143790080,4015,15036440576
1787386185,21677836815,40181514240,4015,15074365440
1787386200,21762588497,40100818944,4015,14994083840
1787386215,21847656005,40128815104,4015,15022264320
1787386231,21933239183,40077348864,4014,14970257408
1787386246,22019871323,40228192256,4013,15121522688
1787386261,22105483062,40081014784,3979,14975266816
1787386276,22191412395,40160866304,3947,15054405632
1787386291,22276320571,40200343552,3947,15096041472
1787386306,22361670748,40158248960,3947,15054209024
1787386321,22447401155,40160722944,3947,15055896576
1787386336,22533197291,40108216320,3895,15005282304
1787386351,22632368768,39966953472,3914,14989508608
1787386366,22725992299,39963140096,3913,15049302016
1787386381,22809059261,40295399424,4000,15193440256
1787386396,22894925489,40454897664,4014,15369236480
1787386411,22980325951,40426774528,4013,15340965888
1787386426,23065957369,40384331776,4013,15299051520
1787386441,23152180241,40386732032,4013,15301578752
1787386457,23237697953,40389033984,4013,15303688192
1787386472,23323206960,40456372224,4013,15369273344
1787386487,23409288371,40447291392,4013,15361835008
1787386502,23494668222,40408260608,3961,15324016640
1787386517,23590137531,40321613824,3945,15274967040
1787386532,23676741231,40638451712,3995,15421239296
1787386547,23799570583,40502681600,4067,15585538048
1787386562,23885774125,40587964416,4048,15670702080
1787386577,23971429678,40638586880,4048,15719378944
1787386592,24057201036,40619413504,4015,15702265856
1787386607,24142374657,40647626752,4015,15730446336
1787386622,24228259424,40610758656,4015,15694270464
1787386637,24313975651,40623403008,4015,15706537984
1787386652,24399754909,40646443008,4015,15730237440
1787386667,24485368669,40654995456,3982,15738859520
1787386683,24570958037,40632053760,3981,15715631104
1787386698,24655102449,40658886656,3948,15743967232
1787386713,24740553296,40664719360,3948,15750778880
1787386728,24824657963,40626769920,3947,15712731136
1787386743,24910120255,40626585600,3914,15713718272
1787386758,24994705916,40628293632,3881,15715524608
1787386773,25080566843,40629579776,3881,15717285888
1787386788,25165097289,40630513664,3880,15718850560
1787386803,25250464882,40586936320,3828,15676899328
1787386818,25351931535,40511631360,3898,15642583040
1787386833,25437430750,40444063744,3861,15576440832
1787386848,25557947618,40411201536,3932,15497543680
1787386863,25644503052,40462159872,3946,15547551744
1787386878,25729690604,40461856768,3913,15548850176
1787386894,25815287907,40482639872,3912,15569879040
1787386909,25900263736,40391872512,3860,15481806848
1787386924,25995941189,40336703488,3898,15588417536
1787386939,26081400466,40389890048,3861,15642570752
1787386954,26173480079,40376438784,3932,15587520512
1787386969,26259106855,40488185856,3914,15699443712
1787386984,26344713311,40456531968,3862,15670706176
1787386999,26463632961,40704098304,3933,15646007296
1787387014,26550406589,40770252800,3895,15713509376
1787387029,26651180064,40764297216,3981,15765987328
1787387044,26737222809,40791871488,3948,15794749440
1787387059,26822831529,40825470976,3947,15827537920
1787387074,26908091339,40804306944,3914,15807860736
1787387089,26994743745,40879214592,3881,15883620352
1787387104,27079846413,40812601344,3880,15816810496
1787387120,27165315438,40817283072,3880,15821725696
1787387135,27250316248,40794251264,3828,15799967744
1787387150,27365874171,40848662528,3899,15919403008
1787387165,27451676831,40934768640,3914,16005271552
1787387180,27537103551,40856965120,3828,15930900480
1787387195,27630982555,40704229376,3881,15915253760
1787387210,27716351094,40686080000,3880,15897579520
1787387225,27802021835,40686346240,3827,15899504640
1787387240,27890570820,40991977472,3898,15944572928
1787387255,27975669767,41045700608,3913,15997751296
1787387270,28061107507,41049022464,3913,16000901120
1787387285,28146545200,41031045120,3913,15982723072
1787387300,28239461657,41291628544,3845,16324558848
1787387315,28336817546,41129807872,3913,16141574144
1787387330,28434335521,41033388032,3931,16151420928
1787387346,28543002918,41167093760,3878,16414044160
1787387361,28658140388,41085259776,3932,16221663232
1787387376,28743352335,41149358080,3947,16285687808
1787387391,28828795310,41184997376,3881,16322662400
1787387406,28914189877,41155158016,3881,16293511168
1787387421,28999434605,41181229056,3796,16322424832
1787387436,29114043394,41123667968,3780,16422371328
1787387451,29209068377,40970772480,3796,16259022848
1787387466,29305701050,40908689408,3867,16327507968
1787387481,29390913358,41012477952,3882,16429797376
1787387496,29475919486,41064300544,3848,16483024896
1787387511,29560438112,41011589120,3814,16431976448
1787387526,29645608979,41014870016,3813,16434143232
1787387541,29730094632,41065136128,3812,16485457920
1787387557,29814641106,41145335808,3812,16564908032
1787387572,29901174067,40984846336,3743,16555950080
1787387587,29991651857,41026691072,3845,16560652288
1787387602,30076135204,40971796480,3845,16505249792
1787387617,30161325919,40986808320,3792,16522633216
1787387632,30253859168,41110888448,3758,16614436864
1787387647,30356157456,41207967744,3768,16653467648
1787387662,30443545611,41399308288,3827,16825389056
1787387677,30535064365,41385418752,3865,16883339264
1787387692,30620359299,41446129664,3795,16947175424
1787387707,30710474321,41532768256,3866,17074073600
1787387722,30796700640,41571278848,3881,17112805376
1787387737,30882335385,41490767872,3829,17033580544
1787387752,30989786378,41190916096,3900,16965439488
1787387767,31074999650,41233149952,3863,17009426432
1787387783,31172726629,41073766400,3914,17054408704
1787387798,31257517630,41215766528,3914,17195814912
1787387813,31343586999,41202352128,3912,17183166464
1787387828,31429661828,41250545664,3879,17232662528
1787387843,31515183436,41189515264,3879,17170681856
1787387858,31600433075,41217531904,3846,17200193536
1787387873,31685916278,41226260480,3846,17208733696
1787387888,31771028326,41164894208,3794,17149153280
1787387903,31897452848,41339158528,3676,17576394752
1787387918,32034054657,41518567424,3850,17196621824
1787387933,32118540084,41519099904,3743,17201328128
1787387948,32249814605,41381277696,3764,17474297856
1787387963,32383261577,41478582272,3866,17399697408
1787387979,32468694811,41603682304,3881,17523228672
1787387994,32554246831,41609863168,3880,17528786944
1787388009,32639381026,41575297024,3880,17494990848
1787388024,32725410299,41573978112,3828,17495429120
1787388039,32828633691,41634295808,3811,17451573248
1787388054,32914612599,41873010688,3913,17665052672
1787388069,32999768661,41757888512,3859,17552187392
1787388084,33131365019,41411330048,3930,17558732800
1787388099,33217212744,41539407872,3945,17686585344
1787388114,33302524179,41466056704,3860,17616846848
1787388129,33400942021,41369608192,3931,17640026112
1787388144,33486303583,41489068032,3946,17758248960
1787388159,33571525764,41540362240,3894,17811611648
1787388174,33682203283,41701404672,3965,17856184320
1787388189,33768378243,41624846336,3876,17784332288
1787388205,33918047257,41687597056,4018,17901658112
1787388220,34003780684,41829031936,4048,18040930304
1787388235,34089625076,41802919936,4048,18014748672
1787388250,34176001778,41815941120,4014,18029457408
1787388265,34261977398,41814290432,4014,18027704320
1787388280,34348597490,41866981376,4014,18080243712
1787388295,34433711118,41827504128,4014,18040705024
1787388310,34519832980,41861931008,4014,18075164672
1787388325,34604788762,41889902592,4014,18103549952
1787388340,34690221512,41894162432,4014,18105872384
1787388355,34775643758,41848713216,3948,18063929344
1787388370,34861695987,41803079680,3862,18021658624
1787388385,34957155047,41713844224,3948,18177650688
1787388400,35042464973,41782263808,3948,18245459968
1787388415,35127760827,41748537344,3948,18212663296
1787388431,35212604477,41690890240,3948,18153570304
1787388446,35297498747,41730174976,3948,18193309696
1787388461,35382962929,41703333888,3915,18168459264
1787388476,35468811550,41803026432,3914,18265530368
1787388491,35553956124,41678897152,3828,18146656256
1787388506,35666023212,41707114496,3898,18139004928
1787388521,35750965856,41698734080,3880,18131652608
1787388536,35835922323,41677860864,3880,18110685184
1787388551,35920869667,41678352384,3847,18111614976
1787388566,36006102520,41680560128,3847,18114924544
1787388581,36090838264,41682743296,3847,18116538368
1787388596,36176481042,41637629952,3794,18073559040
1787388611,36270617822,41521274880,3761,18016493568
1787388626,36385814712,41335959552,3830,18018516992
1787388642,36470604940,41871507456,3946,18389557248
1787388657,36556117914,41866211328,3946,18385096704
1787388672,36641304315,41925742592,3945,18444333056
1787388687,36726359274,41924452352,3945,18442420224
1787388702,36811813069,41867210752,3945,18385747968
1787388717,36897471653,41816907776,3893,18338000896
1787388732,37032263627,41869197312,3964,18408325120
1787388747,37118284163,41960427520,3927,18499788800
1787388762,37216057687,41679089664,3946,18493505536
1787388777,37325344430,41953357824,4032,18554671104
1787388792,37411563380,41922367488,3962,18525683712
1787388807,37554705341,41823809536,3946,18642862080
1787388822,37639202913,41943007232,4048,18662744064
1787388837,37725629596,42064760832,4048,18784243712
1787388852,37811065337,42011553792,4015,18732089344
1787388868,37897426835,41976995840,4015,18697199616
1787388883,37982661573,42011361280,4015,18731925504
1787388898,38067944116,41986883584,4015,18706317312
1787388913,38153951417,41990180864,4014,18710384640
1787388928,38239455508,41991028736,3981,18712784896
1787388943,38324651717,41996169216,3981,18716999680
1787388958,38410175590,41998827520,3981,18719862784
1787388973,38495695578,42032611328,3948,18755436544
1787388988,38582154556,42003320832,3914,18726408192
1787389003,38667935621,42048692224,3881,18773561344
1787389018,38752827882,42104201216,3848,18829160448
1787389033,38838271479,42055397376,3796,18782425088
1787389048,38982938269,41872883712,3866,18726313984
1787389063,39068451396,41991557120,3881,18844966912
1787389078,39153676542,41964802048,3881,18817753088
1787389094,39238789857,41992163328,3880,18848997376
1787389109,39323984975,41971253248,3828,18826579968
1787389124,39470613638,41944367104,3898,18876530688
1787389139,39555632673,42105020416,3911,19035783168
1787389154,39641554658,42048389120,3911,18978398208
1787389169,39727221087,42003976192,3859,18935902208
1787389184,39846183224,42053328896,3930,19033632768
1787389199,39932646855,42135986176,3912,19116998656
1787389214,40018158788,42061844480,3860,19045253120
1787389229,40140215054,42432573440,3931,18973880320
1787389244,40225805064,42502615040,3894,19045007360
1787389259,40347789910,42607423488,3880,18978738176
1787389274,40503345029,42420629504,3898,19308085248
1787389289,40623208939,42316750848,4000,19182194688
1787389304,40709468880,42388246528,4015,19252465664
1787389320,40795157116,42412736512,4015,19277697024
1787389335,40881303566,42438004736,4014,19302547456
1787389350,40967282809,42456834048,4014,19320381440
1787389365,41053071906,42434732032,3981,19299803136
1787389380,41138272276,42417754112,3947,19283525632
1787389395,41223874447,42423451648,3914,19290689536
1787389410,41309151968,42426150912,3914,19293868032
1787389425,41394354867,42430099456,3914,19297546240
1787389440,41479927672,42433355776,3914,19300671488
1787389455,41566034255,42391998464,3862,19261403136
1787389470,41690659988,42279575552,3933,19290427392
1787389485,41776052738,42288427008,3947,19299516416
1787389500,41861259272,42254069760,3895,19267117056
1787389515,41999242161,42206416896,3844,19384537088
1787389531,42081455507,42725179392,3931,19320532992
1787389546,42166406779,42852696064,3913,19448950784
1787389561,42252449544,42820390912,3913,19416403968
1787389576,42338358731,42822467584,3913,19418308608
1787389591,42424368171,42844672000,3913,19440144384
1787389606,42509849313,42810982400,3861,19409481728
1787389621,42629222181,42886598656,3932,19388334080
1787389636,42715396210,42819764224,3777,19329011712
1787389651,42884603563,42740940800,3798,19574812672
1787389666,42980696891,42801709056,3882,19605757952
1787389681,43066751011,42896252928,3848,19701161984
1787389696,43152082996,42859999232,3848,19665510400
1787389711,43237707952,42875351040,3848,19680694272
1787389726,43322642668,42833313792,3815,19639287808
1787389741,43407811746,42807955456,3815,19613458432
1787389757,43493025668,42942898176,3815,19748573184
1787389772,43577951636,42833866752,3760,19641659392
1787389787,43710672277,42620346368,3798,19602034688
1787389802,43795139116,42593878016,3760,19576901632
1787389817,43924973125,42502651904,3830,19619766272
1787389832,44009965992,42595454976,3845,19712036864
1787389847,44095794172,42627313664,3845,19744231424
1787389862,44181697096,42677862400,3844,19794817024
1787389877,44267481981,42591571968,3740,19712385024
1787389892,44369324041,42530549760,3830,19789836288
1787389907,44489930715,42437701632,3878,19752038400
1787389922,44619213912,42226434048,3792,19729354752
1787389937,44740775816,42220670976,3950,19682779136
1787389952,44827618346,42402283520,3947,19864772608
1787389967,44913002283,42438000640,3947,19900289024
1787389983,44999254935,42396434432,3895,19860959232
1787389998,45127685314,42335236096,3933,19848843264
1787390013,45213032652,42408546304,3849,19924402176
1787390028,45298595805,42380898304,3797,19898777600
1787390043,45429487780,42303361024,3867,19926093824
1787390058,45515489513,42404225024,3882,20025843712
1787390073,45601377958,42413371392,3849,20036448256
1787390088,45686133372,42417950720,3815,20041646080
1787390103,45770970124,42425585664,3749,20051275776
1787390118,45856363521,42432585728,3749,20058222592
1787390133,45941844228,42437521408,3746,20064174080
1787390148,46026857186,42447933440,3745,20074160128
1787390163,46112102642,42405109760,3627,20035911680
1787390178,46213922397,42449010688,3698,20116455424
1787390193,46298826634,42480656384,3661,20150652928
1787390209,46398595080,42416377856,3730,20157530112
1787390224,46483749014,42471297024,3710,20212383744
1787390239,46569100223,42434166784,3658,20177674240
1787390254,46690607514,42200825856,3538,20065832960
1787390269,46803201567,41996566528,3714,20188766208
1787390284,46963849968,42061975552,3830,20242845696
1787390299,47049790927,42181611520,3844,20362428416
1787390314,47135311005,42284539904,3778,20466036736
1787390329,47239998480,42199085056,3658,20527611904
1787390344,47398766078,41896493056,3726,20354457600
1787390359,47597020731,41786880000,3883,20486311936
1787390374,47683136436,41897250816,3913,20594704384
1787390389,47768621305,41939451904,3913,20636688384
1787390404,47853815388,41931890688,3861,20631920640
1787390419,47995938623,41788350464,3880,20728029184
1787390435,48103697375,41675296768,3981,20691902464
1787390450,48189880732,41683214336,3979,20701085696
1787390465,48275097720,41649668096,3927,20669067264
1787390480,48403333985,41515646976,3998,20667748352
1787390495,48489958843,41546305536,4013,20697812992
1787390510,48575734084,41555951616,4013,20707086336
1787390525,48661725060,41563357184,4013,20714872832
1787390540,48747495080,41572888576,4013,20723322880
1787390555,48833150987,41621200896,4013,20772438016
1787390570,48943661961,41471483904,3893,20767002624
1787390585,49136057358,41316679680,4066,20850339840
1787390600,49221831227,41336188928,4081,20870000640
1787390615,49308307968,41343799296,4081,20877742080
1787390630,49394298415,41347334144,4081,20881149952
1787390646,49480323490,41372565504,4081,20906536960
1787390661,49566453539,41388150784,4081,20920561664
1787390676,49652367703,41429585920,4048,20964540416
1787390691,49738355528,41434152960,4048,20967845888
1787390706,49824398865,41437130752,4015,20972064768
1787390721,49910228359,41472933888,3982,21008932864
1787390736,49996122706,41394667520,3982,20931194880
1787390751,50082484844,41398276096,3982,20943859712
1787390766,50168775699,41399406592,3982,20936921088
1787390781,50254111430,41402167296,3982,20938940416
1787390796,50340873667,41404268544,3982,20941213696
1787390811,50426605620,41446907904,3981,20982890496
1787390826,50513045770,41409159168,3981,20946038784
1787390841,50599159448,41411424256,3980,20947947520
1787390856,50684956903,41412141056,3979,20948553728
1787390872,50770733193,41412509696,3979,20949479424
1787390887,50856640720,41413431296,3979,20949983232
1787390902,50942631614,41443151872,3979,20980211712
1787390917,51028830512,41366061056,3927,20905570304
1787390932,51159450015,41087991808,3878,20853661696
1787390947,51245184584,41048829952,3826,20816703488
1787390962,51373927605,40838307840,3692,20762124288
1787390977,51531482416,40655065088,3676,20818063360
1787390992,51617092977,40655323136,3676,20818989056
1787391007,51702812766,40658300928,3676,20821925888
1787391022,51788292082,40659177472,3676,20822507520
1787391037,51874260514,40660201472,3676,20822843392
1787391052,51959980240,40659103744,3675,20823064576
1787391067,52045513264,40658370560,3673,20822937600
1787391083,52131692018,40659353600,3673,20823011328
1787391098,52216675900,40657915904,3640,20822540288
1787391113,52301669909,40658444288,3640,20822466560
1787391128,52386143048,40658468864,3640,20822884352
1787391143,52471665089,40658169856,3640,20822962176
1787391158,52556479784,40612286464,3588,20779147264
1787391173,52661549046,40399290368,3468,20697632768
1787391188,52773203085,39918546944,3436,20492374016
1787391203,52859424003,39918559232,3435,20492816384
1787391218,52944869329,39919665152,3435,20493148160
1787391233,53029773700,39919058944,3435,20493586432
1787391248,53114482912,39918809088,3435,20493746176
1787391263,53200293642,39919030272,3435,20493766656
1787391278,53286379398,39918579712,3435,20493959168
1787391293,53372659617,39919632384,3435,20494053376
1787391309,53465670151,39844978688,3367,20598599680
1787391324,53557737823,39693848576,3367,20447932416
1787391339,53644041454,39694798848,3367,20448124928
1787391354,53729997640,39694491648,3367,20448391168
1787391369,53816405760,39694438400,3367,20448759808
1787391384,53901749097,39731499008,3301,20487237632
1787391399,53987108516,39691685888,3301,20448178176
1787391414,54072804710,39692890112,3301,20448198656
1787391429,54157996181,39693668352,3301,20448448512
1787391444,54243695623,39692701696,3301,20448600064
1787391459,54328863476,39691767808,3268,20448460800
1787391474,54414187333,39691472896,3267,20448669696
1787391489,54499662362,39711510528,3233,20468412416
