ts,cpu_usage_usec,mem_current,pids,anon_bytes
1787392874,18467138502,20664807424,853,9557164032
1787392889,18883390597,20437565440,627,9448013824
1787392904,19290276932,20676476928,740,9633693696
1787392919,19709971058,20400226304,725,9617883136
1787392934,20121976407,20460322816,724,9778343936
1787392949,20540722512,19776925696,627,9954684928
1787392964,20941559552,19633483776,965,10153791488
1787392979,21370976894,19678748672,627,10021126144
1787392994,21771859773,19615109120,627,10008846336
1787393010,22193006824,19685261312,627,10100555776
1787393025,22607175000,19817402368,740,10096500736
1787393040,23022643827,19539795968,627,10099777536
1787393055,23428661913,20093001728,838,10212450304
1787393070,23842540030,20477153280,822,10537054208
1787393085,24246297576,21480775680,950,10725224448
1787393100,24674137757,21851082752,740,10812776448
1787393115,25056111756,21599051776,740,10843639808
1787393130,25467862343,22038114304,854,10730008576
1787393145,25881635624,21944651776,627,10672111616
1787393161,26296505127,22233001984,740,10701742080
1787393176,26707515054,22106243072,627,10649120768
1787393191,27118085692,21896658944,627,10654511104
1787393206,27528159240,22351384576,725,10928267264
1787393221,27955300593,22716919808,838,10931625984
1787393236,28373662731,22782025728,612,10973519872
1787393251,28775481849,23007805440,725,11106037760
1787393266,29186765674,22596755456,612,11270250496
1787393281,29597226485,23185854464,823,11244752896
1787393296,30020003717,23290105856,627,11347431424
1787393312,30427452953,23405424640,627,11489136640
1787393327,30835905699,22874435584,739,11402838016
1787393342,31262661875,23357411328,725,11823763456
1787393357,31670999336,23199211520,710,11673264128
1787393372,32074386696,22872104960,612,11696521216
1787393387,32493199145,23446933504,740,11817107456
1787393402,32903382027,23488098304,642,12002603008
1787393417,33322432967,23660691456,838,12057174016
1787393432,33730210088,23467933696,627,12092420096
1787393447,34150357370,23836520448,740,12440932352
1787393463,34556657606,23904772096,739,12460261376
1787393478,34976588363,24456695808,740,12489711616
1787393493,35375145099,24162578432,627,12457295872
1787393508,35794763805,24767963136,726,12564054016
1787393523,36211346995,24618614784,612,12601679872
1787393538,36622106633,24817389568,642,12975005696
1787393553,37045333277,24953282560,725,13084360704
1787393568,37465467770,25257533440,725,13065850880
1787393583,37898012862,25768435712,612,13598257152
1787393598,38298914710,25479475200,852,13517869056
1787393614,38722066193,25512095744,627,13542821888
1787393629,39132569857,25328041984,740,13501272064
1787393644,39549539281,25498673152,627,13527445504
1787393659,39974387523,25036689408,627,13478498304
1787393674,40392717317,25169952768,853,13640327168
1787393689,40804959547,25161388032,740,13617422336
1787393704,41217647614,25152696320,642,13644836864
1787393719,41647304746,25878700032,755,14365720576
1787393734,42048137814,25246158848,740,14056407040
1787393750,42477898757,25342050304,612,14061649920
1787393765,42889154721,25695461376,627,14241644544
1787393780,43308107247,25108807680,627,14175989760
1787393795,43723952304,25358319616,740,14568239104
1787393810,44142817913,25228296192,838,14808580096
1787393825,44558695154,26508652544,935,15164649472
1787393840,45002283856,25827590144,838,15225241600
1787393855,45386918928,26191585280,597,15155462144
1787393870,45813978846,26582659072,725,15371288576
1787393885,46219662061,26716405760,612,15360172032
1787393900,46637381875,26622193664,740,15604613120
1787393916,47037572316,26649759744,725,15462936576
1787393931,47467024911,27022311424,725,15409467392
1787393946,47887296043,26823409664,627,15393005568
1787393961,48291645571,26798964736,627,15710068736
1787393976,48724975691,27370762240,838,15944568832
1787393991,49139032262,26179112960,823,15619514368
1787394006,49560190067,27545694208,921,16100630528
1787394021,49981289236,26778210304,612,15829938176
1787394036,50379794950,27809599488,823,16041590784
1787394052,50808490788,27688386560,612,15876182016
1787394067,51221217113,27123187712,597,15928442880
1787394082,51641084187,27714220032,724,16168841216
1787394097,52052597631,27885944832,627,16223805440
1787394112,52471618810,28168417280,627,16370221056
1787394127,52888744830,28646010880,755,16863952896
1787394142,53301157696,28213325824,739,16506314752
1787394157,53727323201,28571709440,740,16556216320
1787394172,54139472316,28812754944,740,16801300480
1787394187,54557529808,28249030656,627,16588189696
1787394203,54970825267,28779040768,740,16834699264
1787394218,55389539803,28620230656,627,16673882112
1787394233,55805660886,28683919360,627,16760311808
1787394248,56227102877,28711821312,627,16788815872
1787394263,56647837677,28482207744,626,16911491072
1787394278,57068155879,28415885312,610,17042309120
1787394293,57485216225,27607220224,594,16710070272
1787394308,57902368018,27598180352,578,16701263872
1787394323,58320002241,27625930752,578,16730243072
1787394338,58738764828,27497828352,562,16856014848
1787394354,59160970061,26757644288,546,16977367040
1787394369,59581020860,26289692672,514,16854425600
1787394384,60000147927,25812635648,482,16774926336
1787394399,60422011584,25452539904,482,16810782720
1787394414,60851402034,24327536640,450,16660606976
1787394429,61289197944,24094183424,418,16777949184
1787394444,61728552328,22657961984,370,16731484160
1787394459,62158211276,20710559744,322,15741063168
1787394474,62558462392,18426351616,242,15430397952
1787394489,62826682268,17223524352,194,15169421312
